nodeID,seqNumber,status,gyroTick,gyroX,gyroY,gyroZ,accelTick,accelX,accelY,accelZ,magTick,magX,magY,magZ,currentTime
2,193,0,56628,-59,-70,-40,57297,7088,32,4048,55283,329,68,154,1389808259.167195
3,193,0,6098,-70,22,-15,6384,7616,1456,-3824,5299,321,-249,-362,1389808259.167227
2,194,0,58617,-63,-61,-41,59177,7152,112,3984,57844,330,71,155,1389808259.167231
3,194,0,8098,-59,18,-9,8262,7584,1536,-3792,7877,331,-249,-366,1389808259.167235
2,195,0,60607,-65,-57,-40,61056,7168,48,4016,60404,323,68,153,1389808259.167238
3,195,0,10097,-57,25,-7,10140,7472,1472,-3904,7877,331,-249,-366,1389808259.167259
2,196,0,62596,-56,-47,-38,62936,7280,80,4032,60404,323,68,153,1389808259.167262
3,196,0,12097,-70,17,3,12018,7568,1424,-3936,10456,326,-245,-365,1389808259.167265
2,197,0,64586,-63,-35,-67,64815,7264,96,4112,62965,330,69,153,1389808259.167268
3,197,0,13096,-71,18,-4,13895,7568,1440,-3936,13034,317,-246,-365,1389808259.167271
2,198,0,1040,-55,-31,-58,1158,7280,64,4112,65526,330,74,156,1389808259.167274
3,198,0,15096,-75,7,-6,15772,7552,1488,-3904,15612,328,-248,-362,1389808259.167277
2,199,0,3029,-53,-25,-65,3037,7280,112,4144,2551,324,71,155,1389808259.167281
3,199,0,17095,-67,12,-5,17650,7616,1456,-3904,15612,328,-248,-362,1389808259.167284
2,200,0,4024,-50,-22,-66,4917,7200,16,4128,2551,324,71,155,1389808259.167287
3,200,0,19095,-65,6,-7,19528,7648,1440,-3936,18190,330,-250,-362,1389808259.167290
2,201,0,6014,-50,-25,-69,6796,7264,-16,4176,5112,329,65,155,1389808259.167293
3,201,0,21094,-68,1,-27,21406,7632,1488,-3920,20768,321,-248,-360,1389808259.167296
2,202,0,8003,-53,0,-69,8675,7248,80,4080,7673,337,72,154,1389808259.167299
3,202,0,23093,-63,-10,-24,23284,7600,1504,-4000,23345,327,-249,-360,1389808259.167302
