nodeID,seqNumber,status,gyroTick,gyroX,gyroY,gyroZ,accelTick,accelX,accelY,accelZ,magTick,magX,magY,magZ,currentTime
2,77,0,38312,-59,-1,-24,38737,6992,5008,1376,36779,223,290,-121,1389808524.833570
3,77,0,53621,-29,-8,-21,53588,6496,4128,-4736,52880,236,-62,-495,1389808524.833579
2,78,0,40302,-56,3,-23,40616,7024,5024,1408,39340,219,292,-120,1389808524.836863
3,78,0,54621,-18,-13,-28,55466,6384,4064,-4768,55459,242,-64,-495,1389808524.836872
2,79,0,42292,-41,13,-8,42497,7120,4960,1456,41901,218,288,-125,1389808524.836875
3,79,0,56621,-18,-23,-35,57343,6416,3984,-4832,55459,242,-64,-495,1389808524.836877
2,80,0,44281,-16,16,-18,44377,7216,4960,1472,41901,218,288,-125,1389808524.836878
3,80,0,58620,-19,-21,-32,59220,6544,3904,-4864,58037,235,-62,-495,1389808524.836880
2,81,0,46271,-1,13,-25,46256,7232,4928,1392,44463,223,290,-123,1389808524.836882
3,81,0,60620,-20,-34,-37,61098,6528,3952,-4800,60615,238,-63,-497,1389808524.836884
2,82,0,47266,9,12,-25,48137,7136,4864,1296,47024,219,292,-121,1389808524.836885
3,82,0,62619,-26,-36,-34,62975,6576,4032,-4704,60615,238,-63,-497,1389808524.836887
2,83,0,49256,23,10,-36,50017,7168,4784,1232,49585,223,291,-125,1389808524.836889
3,83,0,64619,-14,-41,-47,64853,6496,4096,-4688,63193,245,-63,-494,1389808524.836890
2,84,0,51245,25,13,-41,51898,7232,4816,1248,49585,223,291,-125,1389808524.836892
3,84,0,1082,7,-61,-48,1193,6464,4080,-4688,235,240,-62,-494,1389808524.836894
2,85,0,53235,16,20,-55,53778,7136,4848,1216,52145,223,292,-124,1389808524.836896
3,85,0,3082,23,-57,-48,3069,6512,4048,-4704,2812,237,-63,-493,1389808524.836897
2,86,0,55225,12,30,-56,55659,7152,4848,1328,54706,219,291,-122,1389808524.836899
3,86,0,4082,24,-57,-50,4947,6528,4016,-4816,2812,237,-63,-493,1389808524.836901
2,87,0,57214,11,31,-66,57539,7168,4848,1376,57268,216,287,-123,1389808524.836902
3,87,0,6081,16,-66,-60,6824,6544,3984,-4928,5391,244,-65,-497,1389808524.836904
2,88,0,59204,5,30,-87,59419,7200,4864,1360,57268,216,287,-123,1389808524.836906
3,88,0,8081,13,-65,-54,8701,6448,4064,-4896,7967,241,-63,-496,1389808524.836907
2,89,0,61194,19,20,-89,61300,7152,4896,1328,59829,224,289,-122,1389808524.836909
3,89,0,10080,9,-64,-53,10578,6416,3952,-4816,10545,238,-64,-491,1389808524.836911
2,90,0,63183,21,33,-99,63180,7120,4944,1184,62389,225,289,-122,1389808524.836912
3,90,0,12080,16,-72,-58,12455,6464,4000,-4704,10545,238,-64,-491,1389808524.836914
2,91,0,64178,27,39,-99,65060,7136,4880,1136,64950,218,291,-126,1389808524.836916
3,91,0,14079,6,-69,-60,14333,6464,3952,-4688,13122,242,-61,-497,1389808524.836917
2,92,0,632,25,45,-106,935,7168,4800,1136,64950,218,291,-126,1389808524.836919
3,92,0,16079,25,-79,-64,16211,6480,3920,-4816,15700,247,-64,-492,1389808524.836921
2,93,0,2622,19,51,-107,2815,7136,4864,1104,1976,221,287,-122,1389808524.836923
3,93,0,18078,32,-101,-74,18089,6528,3984,-4944,15700,247,-64,-492,1389808524.836924
2,94,0,4611,12,44,-109,4695,7184,4944,1136,4536,225,288,-126,1389808524.836926
3,94,0,19078,29,-99,-72,19967,6480,3968,-4928,18278,240,-64,-493,1389808524.836928
2,95,0,6601,1,43,-118,6576,7168,4976,1184,4536,225,288,-126,1389808524.836929
3,95,0,21078,6,-112,-64,21844,6448,3936,-4896,20855,243,-64,-490,1389808524.836944
2,96,0,8591,3,38,-128,8456,7152,4880,1264,7097,225,286,-124,1389808524.836946
3,96,0,23077,1,-109,-63,23721,6464,3936,-4768,23433,248,-65,-490,1389808524.836948
2,97,0,10580,14,38,-138,10336,7104,4992,1408,9658,225,288,-128,1389808524.836950
3,97,0,25077,-3,-98,-61,25599,6432,4016,-4576,23433,248,-65,-490,1389808524.836951
2,98,0,12570,40,42,-153,12216,7104,4832,1408,12218,219,287,-126,1389808524.836953
3,98,0,27076,10,-98,-48,27476,6432,3920,-4576,26011,244,-65,-489,1389808524.836955
2,99,0,13565,47,51,-147,14096,7168,5024,1424,12218,219,287,-126,1389808524.836956
3,99,0,29076,39,-105,-63,29354,6528,3968,-4640,28589,247,-64,-490,1389808524.836958
2,100,0,15554,39,57,-170,15976,7152,4944,1216,14778,219,286,-125,1389808524.836960
3,100,0,31075,48,-105,-67,31231,6544,3904,-4688,31168,249,-63,-490,1389808524.836961
2,101,0,17544,76,64,-167,17856,7120,4816,1200,17339,225,284,-126,1389808524.836963
3,101,0,33075,52,-110,-62,33109,6608,3984,-4768,31168,249,-63,-490,1389808524.837007
2,102,0,19534,81,73,-169,19737,7104,4800,1248,19900,228,284,-127,1389808524.837009
3,102,0,34075,50,-113,-68,34986,6592,3952,-4784,33745,244,-64,-490,1389808524.837011
2,103,0,21523,81,85,-169,21617,7168,4784,1232,19900,228,284,-127,1389808524.837012
3,103,0,36074,48,-117,-83,36863,6560,4016,-4704,36324,246,-66,-489,1389808524.837014
2,104,0,23513,76,85,-169,23496,7168,4816,1264,22462,222,281,-125,1389808524.837016
3,104,0,38074,52,-120,-91,38741,6544,4064,-4592,36324,246,-66,-489,1389808524.837017
2,105,0,25503,79,84,-169,25378,7200,4784,1232,25022,225,279,-125,1389808524.837019
3,105,0,40073,55,-119,-79,40619,6528,4016,-4496,38903,253,-64,-485,1389808524.837021
2,106,0,27492,82,80,-169,27258,7184,4768,1248,27583,234,283,-125,1389808524.837022
3,106,0,42073,70,-117,-79,42498,6448,4048,-4592,41480,247,-65,-487,1389808524.837024
2,107,0,29482,96,86,-174,29139,7200,4672,1216,27583,234,283,-125,1389808524.837026
3,107,0,44072,89,-125,-85,44376,6480,4016,-4720,44058,247,-63,-486,1389808524.837027
2,108,0,30477,94,84,-172,31019,7248,4704,1168,30143,226,280,-124,1389808524.837029
3,108,0,46072,91,-137,-93,46253,6528,3952,-4704,44058,247,-63,-486,1389808524.837031
2,109,0,32467,98,87,-169,32899,7312,4688,1184,32703,226,281,-129,1389808524.837032
3,109,0,48071,76,-155,-93,48131,6576,4032,-4624,46637,253,-66,-484,1389808524.837034
2,110,0,34456,101,91,-189,34779,7296,4640,1264,32703,226,281,-129,1389808524.837036
3,110,0,49071,71,-146,-91,50009,6656,3936,-4496,49215,252,-65,-488,1389808524.837037
2,111,0,36446,97,103,-200,36660,7360,4736,1248,35264,232,277,-129,1389808524.837039
3,111,0,51071,83,-145,-96,51886,6688,3968,-4400,51793,249,-65,-482,1389808524.837041
2,112,0,38436,104,112,-216,38541,7328,4784,1312,37824,232,278,-126,1389808524.837042
3,112,0,53070,105,-149,-105,53764,6784,3968,-4432,51793,249,-65,-482,1389808524.837044
2,113,0,40425,104,126,-228,40422,7376,4704,1344,40385,230,275,-127,1389808524.837046
